,Year,Name,Age,Team,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,Pos,Salary
152,2001,Gregg Naumenko,23,MDA,2,,0.0,1.0,0.0,7,29.0,22.0,0.759,5.99,0,-0.3,70,,,,,,0,0.0,0.0,2.0,G,
153,2001,Mika Noronen,21,BUF,2,,2.0,0.0,0.0,5,39.0,34.0,0.872,2.77,0,0.1,108,,,,,,0,0.0,0.0,0.0,G,
154,2001,Chris Osgood,28,DET,52,,25.0,19.0,4.0,127,1310.0,1183.0,0.903,2.69,1,8.0,2834,,,,100.0,-0.27,0,0.0,0.0,8.0,G,3750000.0
155,2001,Maxime Ouellet,19,PHI,2,,0.0,1.0,0.0,3,27.0,24.0,0.889,2.38,0,0.1,76,,,,,,0,0.0,0.0,0.0,G,
156,2001,Rich Parent,28,PIT,7,,1.0,1.0,3.0,17,150.0,133.0,0.887,3.08,0,0.6,332,,,,,,0,0.0,0.0,0.0,G,
157,2001,Steve Passmore,28,LAK,14,,3.0,8.0,1.0,37,310.0,273.0,0.881,3.09,1,1.1,718,,,,,,0,0.0,0.0,0.0,G,500000.0
158,2001,Steve Passmore,28,CHI,6,,0.0,4.0,1.0,14,147.0,133.0,0.905,2.47,0,0.9,340,,,,,,0,0.0,0.0,4.0,G,500000.0
159,2001,Felix Potvin,29,VAN,35,,14.0,17.0,3.0,103,914.0,811.0,0.887,3.08,1,4.0,2006,,,,116.0,-14.58,0,2.0,2.0,2.0,G,3000000.0
160,2001,Felix Potvin,29,LAK,23,,13.0,5.0,5.0,46,571.0,525.0,0.919,1.96,5,4.5,1410,,,,83.0,9.24,0,3.0,3.0,2.0,G,3000000.0
161,2001,Andrew Raycroft,20,BOS,15,,4.0,6.0,0.0,32,291.0,259.0,0.89,2.96,0,1.4,649,,,,,,0,0.0,0.0,0.0,G,
162,2001,Damian Rhodes,31,ATL,38,,7.0,19.0,7.0,116,1129.0,1013.0,0.897,3.4,0,6.2,2072,,,,106.0,-6.78,0,0.0,0.0,16.0,G,2550000.0
163,2001,Mike Richter,34,NYR,45,,20.0,21.0,3.0,144,1343.0,1199.0,0.893,3.28,0,6.7,2635,,,,111.0,-14.08,0,0.0,0.0,0.0,G,6000000.0
164,2001,Dominic Roussel,30,MDA,13,,2.0,5.0,2.0,31,295.0,264.0,0.895,2.85,0,1.5,653,,,,,,0,0.0,0.0,0.0,G,
165,2001,Dominic Roussel,30,EDM,8,,1.0,4.0,0.0,21,151.0,130.0,0.861,3.62,0,0.2,348,,,,,,0,0.0,0.0,2.0,G,
166,2001,Patrick Roy,35,COL,62,,40.0,13.0,7.0,132,1513.0,1381.0,0.913,2.22,4,10.8,3585,,,,90.0,14.36,0,5.0,5.0,10.0,G,8500000.0
167,2001,Tommy Salo,29,EDM,73,,36.0,25.0,12.0,179,1856.0,1677.0,0.904,2.46,8,11.5,4364,,,,100.0,0.55,0,1.0,1.0,4.0,G,3000000.0
168,2001,Travis Scott,25,LAK,1,,0.0,0.0,0.0,3,10.0,7.0,0.7,7.28,0,-0.2,25,,,,,,0,0.0,0.0,0.0,G,
169,2001,Steve Shields,28,SJS,21,,6.0,8.0,5.0,47,531.0,484.0,0.911,2.48,2,3.7,1135,,,,91.0,4.37,0,0.0,0.0,2.0,G,2000000.0
170,2001,Peter Skudra,27,BOS,25,,6.0,12.0,1.0,62,511.0,449.0,0.879,3.33,0,1.8,1116,,,,125.0,-12.57,0,0.0,0.0,0.0,G,
171,2001,Peter Skudra,27,BUF,1,,0.0,0.0,0.0,0,0.0,0.0,,0.0,0,0.0,1,,,,,,0,0.0,0.0,0.0,G,
172,2001,Garth Snow,31,PIT,35,,14.0,15.0,4.0,101,1014.0,913.0,0.9,2.98,3,5.9,2032,,,,103.0,-2.91,0,0.0,0.0,8.0,G,1100000.0
173,2001,Jamie Storr,25,LAK,45,,19.0,18.0,6.0,114,1131.0,1017.0,0.899,2.74,4,6.4,2498,,,,104.0,-4.59,0,0.0,0.0,4.0,G,1450000.0
174,2001,Robbie Tallas,27,CHI,12,,2.0,7.0,0.0,35,265.0,230.0,0.868,3.35,0,0.6,627,,,,,,0,0.0,0.0,0.0,G,
175,2001,Chris Terreri,36,NJD,10,,2.0,5.0,1.0,21,167.0,146.0,0.874,2.78,0,0.5,453,,,,,,0,0.0,0.0,0.0,G,
176,2001,Chris Terreri,36,NYI,8,,2.0,4.0,1.0,18,205.0,187.0,0.912,2.56,0,1.5,443,,,,,,0,0.0,0.0,2.0,G,
177,2001,Jose Theodore,24,MTL,59,,20.0,29.0,5.0,141,1546.0,1405.0,0.909,2.57,2,10.4,3298,,,,94.0,8.56,1,0.0,1.0,6.0,G,1750000.0
178,2001,Jocelyn Thibault,26,CHI,66,,27.0,32.0,7.0,180,1711.0,1531.0,0.895,2.81,6,8.9,3844,,,,109.0,-14.48,0,3.0,3.0,2.0,G,2600000.0
179,2001,Ron Tugnutt,33,CBJ,53,,22.0,25.0,5.0,127,1528.0,1401.0,0.917,2.44,4,11.6,3129,,,,86.0,20.82,0,1.0,1.0,2.0,G,2400000.0
180,2001,Marty Turco,25,DAL,26,,13.0,6.0,1.0,40,532.0,492.0,0.925,1.9,3,4.5,1266,,,,78.0,11.46,0,0.0,0.0,12.0,G,600000.0
181,2001,Roman Turek,30,STL,54,,24.0,18.0,10.0,123,1248.0,1125.0,0.901,2.27,6,7.4,3232,,,,102.0,-2.27,0,1.0,1.0,6.0,G,2800000.0
182,2001,John Vanbiesbrouck,37,NYI,44,,10.0,25.0,5.0,120,1177.0,1057.0,0.898,3.04,1,6.6,2390,,,,105.0,-6.14,0,0.0,0.0,8.0,G,500000.0
183,2001,John Vanbiesbrouck,37,NJD,4,,4.0,0.0,0.0,6,93.0,87.0,0.935,1.5,1,0.9,240,,,,,,0,0.0,0.0,0.0,G,500000.0
184,2001,Mike Vernon,37,CGY,41,,12.0,23.0,5.0,121,1034.0,913.0,0.883,3.23,3,4.1,2246,,,,121.0,-20.97,0,1.0,1.0,16.0,G,2750000.0
185,2001,Tomas Vokoun,24,NSH,37,,13.0,17.0,5.0,85,940.0,855.0,0.91,2.51,2,6.4,2088,,,,93.0,5.93,0,0.0,0.0,2.0,G,800000.0
186,2001,Kevin Weekes,25,TBL,61,,20.0,33.0,3.0,177,1742.0,1565.0,0.898,3.15,4,9.8,3378,,,,105.0,-8.48,0,1.0,1.0,4.0,G,1250000.0
187,2001,Kay Whitmore,33,BOS,5,,1.0,2.0,0.0,18,94.0,76.0,0.809,5.33,0,-0.4,203,,,,,,0,0.0,0.0,0.0,G,
188,2001,Vitali Yeremeyev,25,NYR,4,,0.0,4.0,0.0,16,104.0,88.0,0.846,4.52,0,0.0,212,,,,,,0,0.0,0.0,0.0,G,
189,2002,David Aebischer,23,COL,21,,13.0,6.0,0.0,37,538.0,501.0,0.931,1.88,2,4.8,1184,,,,75.0,12.63,0,0.0,0.0,4.0,G,500000.0
190,2002,Jean-Sebastien Aubin,24,PIT,21,,3.0,12.0,1.0,65,537.0,472.0,0.879,3.56,0,1.5,1094,,,,131.0,-15.46,0,0.0,0.0,0.0,G,820000.0
191,2002,Alex Auld,21,VAN,1,,1.0,0.0,0.0,2,22.0,20.0,0.909,2.0,0,0.1,60,,,,,,0,1.0,1.0,0.0,G,
192,2002,Tom Barrasso,36,CAR,34,,13.0,12.0,5.0,83,886.0,803.0,0.906,2.61,2,5.3,1908,,,,102.0,-1.27,0,0.0,0.0,4.0,G,900000.0
193,2002,Tom Barrasso,36,TOR,4,,2.0,2.0,0.0,10,110.0,100.0,0.909,2.74,0,0.7,219,,,,,,0,0.0,0.0,0.0,G,900000.0
194,2002,Ed Belfour,36,DAL,60,,21.0,27.0,11.0,153,1458.0,1305.0,0.895,2.65,1,6.9,3467,,,,114.0,-18.5,0,5.0,5.0,12.0,G,6500000.0
195,2002,Craig Billington,35,WSH,17,,4.0,5.0,3.0,36,295.0,259.0,0.878,3.04,0,0.8,710,,,,,,0,0.0,0.0,0.0,G,868000.0
196,2002,Martin Biron,24,BUF,72,,31.0,28.0,10.0,151,1781.0,1630.0,0.915,2.22,4,12.5,4085,,,,92.0,13.3,0,1.0,1.0,8.0,G,1900000.0
197,2002,Dan Blackburn,18,NYR,31,,12.0,16.0,0.0,95,935.0,840.0,0.898,3.32,0,4.8,1737,,,,110.0,-8.75,0,0.0,0.0,10.0,G,1130000.0
198,2002,Brian Boucher,25,PHI,41,,18.0,16.0,4.0,92,972.0,880.0,0.905,2.41,2,5.7,2295,,,,103.0,-2.33,0,0.0,0.0,4.0,G,2000000.0
199,2002,Fred Brathwaite,29,STL,25,,9.0,11.0,4.0,54,543.0,489.0,0.901,2.24,2,2.9,1446,,,,108.0,-3.91,0,0.0,0.0,0.0,G,1155000.0
200,2002,Martin Brochu,28,VAN,6,,0.0,3.0,0.0,15,104.0,89.0,0.856,4.16,0,0.0,216,,,,,,0,0.0,0.0,0.0,G,
201,2002,Martin Brodeur,29,NJD,73,,38.0,26.0,9.0,156,1655.0,1499.0,0.906,2.15,4,9.8,4347,,,,102.0,-3.33,0,4.0,4.0,8.0,G,6891103.0
202,2002,Ilya Bryzgalov,21,MDA,1,,0.0,0.0,0.0,1,12.0,11.0,0.917,1.87,0,0.1,32,,,,,,0,0.0,0.0,0.0,G,
203,2002,Sean Burke,35,PHX,60,,33.0,21.0,6.0,137,1711.0,1574.0,0.92,2.29,5,12.9,3587,,,,87.0,20.84,0,1.0,1.0,14.0,G,3250000.0
204,2002,Frederic Cassivi,26,ATL,6,,2.0,3.0,0.0,17,207.0,190.0,0.918,3.32,0,1.5,307,,,,,,0,0.0,0.0,0.0,G,
205,2002,Roman Cechmanek,30,PHI,46,,24.0,13.0,6.0,89,1131.0,1042.0,0.921,2.05,4,8.7,2603,,,,85.0,15.33,0,0.0,0.0,10.0,G,3500000.0
206,2002,Sebastien Centomo,20,TOR,1,,0.0,0.0,0.0,3,12.0,9.0,0.75,4.5,0,-0.1,40,,,,,,0,0.0,0.0,0.0,G,
207,2002,Sebastien Charpentier,24,WSH,2,,1.0,1.0,0.0,5,78.0,73.0,0.936,2.46,0,0.7,122,,,,,,0,0.0,0.0,0.0,G,
208,2002,Scott Clemmensen,24,NJD,2,,0.0,0.0,0.0,1,5.0,4.0,0.8,2.95,0,0.0,20,,,,,,0,0.0,0.0,0.0,G,
209,2002,Dan Cloutier,25,VAN,62,,31.0,22.0,5.0,142,1440.0,1298.0,0.901,2.43,7,7.8,3502,,,,107.0,-9.16,0,0.0,0.0,20.0,G,
210,2002,Ty Conklin,25,EDM,4,,2.0,0.0,0.0,4,66.0,62.0,0.939,1.63,0,0.6,148,,,,,,0,0.0,0.0,0.0,G,
211,2002,Byron Dafoe,30,BOS,64,,35.0,26.0,3.0,141,1520.0,1379.0,0.907,2.21,4,9.3,3827,,,,101.0,-0.78,0,1.0,1.0,27.0,G,
212,2002,Jean-Francois Damphousse,22,NJD,6,,1.0,3.0,0.0,12,115.0,103.0,0.896,2.45,0,0.5,294,,,,,,0,0.0,0.0,0.0,G,
213,2002,Marc Denis,24,CBJ,42,,9.0,24.0,5.0,121,1197.0,1076.0,0.899,3.11,1,6.2,2335,,,,110.0,-10.58,0,1.0,1.0,2.0,G,950000.0
214,2002,Patrick DesRochers,22,PHX,5,,1.0,2.0,1.0,15,99.0,84.0,0.848,3.71,0,-0.1,243,,,,,,0,0.0,0.0,2.0,G,
215,2002,Reinhard Divis,26,STL,1,,0.0,0.0,0.0,0,4.0,4.0,1.0,0.0,0,0.1,25,,,,,,0,0.0,0.0,0.0,G,
216,2002,Mike Dunham,29,NSH,58,,23.0,24.0,9.0,144,1525.0,1381.0,0.906,2.62,3,9.0,3316,,,,102.0,-3.32,0,2.0,2.0,2.0,G,2800000.0
217,2002,Robert Esche,24,PHX,22,,6.0,10.0,2.0,52,533.0,481.0,0.902,2.73,1,3.0,1145,,,,106.0,-2.83,0,0.0,0.0,16.0,G,500000.0
218,2002,Bob Essensa,37,BUF,9,,0.0,5.0,0.0,17,113.0,96.0,0.85,2.91,0,-0.1,350,,,,,,0,0.0,0.0,0.0,G,
219,2002,Manny Fernandez,27,MIN,44,,12.0,24.0,5.0,125,1157.0,1032.0,0.892,3.05,1,5.0,2463,,,,117.0,-18.27,0,0.0,0.0,4.0,G,1600000.0
220,2002,Stephane Fiset,31,MTL,2,,0.0,1.0,0.0,7,60.0,53.0,0.883,3.85,0,0.2,109,,,,,,0,0.0,0.0,0.0,G,
221,2002,Wade Flaherty,34,FLA,4,,2.0,1.0,1.0,12,148.0,136.0,0.919,2.94,0,1.1,245,,,,,,0,0.0,0.0,0.0,G,
222,2002,Mathieu Garon,24,MTL,5,,1.0,4.0,0.0,19,147.0,128.0,0.871,4.37,0,0.3,261,,,,,,0,0.0,0.0,0.0,G,907500.0
223,2002,Jean-Sebastien Giguere,24,MDA,53,,20.0,25.0,6.0,111,1384.0,1273.0,0.92,2.13,4,10.4,3127,,,,87.0,16.67,0,0.0,0.0,28.0,G,900000.0
224,2002,John Grahame,26,BOS,19,,8.0,7.0,2.0,52,503.0,451.0,0.897,2.95,1,2.5,1079,,,,112.0,-5.6,0,1.0,1.0,6.0,G,600000.0
225,2002,Derek Gustafson,22,MIN,1,,0.0,0.0,0.0,0,7.0,7.0,1.0,0.0,0,0.1,26,,,,,,0,0.0,0.0,0.0,G,
226,2002,Jeff Hackett,33,MTL,15,,5.0,5.0,2.0,38,395.0,357.0,0.904,3.18,0,2.3,717,,,,104.0,-1.56,0,0.0,0.0,2.0,G,3600000.0
227,2002,Dominik Hasek,37,DET,65,,41.0,15.0,8.0,140,1654.0,1514.0,0.915,2.17,5,11.6,3872,,,,92.0,12.58,0,1.0,1.0,8.0,G,0.0
228,2002,Johan Hedberg,28,PIT,66,,25.0,34.0,7.0,178,1851.0,1673.0,0.904,2.76,6,10.6,3877,,,,104.0,-7.25,0,1.0,1.0,22.0,G,1400000.0
229,2002,Milan Hnilicka,28,ATL,60,,13.0,33.0,10.0,179,1956.0,1777.0,0.908,3.17,3,12.2,3367,,,,99.0,1.44,0,2.0,2.0,8.0,G,1250000.0
230,2002,Johan Holmqvist,23,NYR,1,,0.0,0.0,0.0,0,2.0,2.0,1.0,0.0,0,0.0,9,,,,,,0,0.0,0.0,0.0,G,
231,2002,Jani Hurme,27,OTT,25,,12.0,9.0,1.0,54,578.0,524.0,0.907,2.48,3,3.5,1309,,,,101.0,-0.68,0,0.0,0.0,17.0,G,850000.0
232,2002,Arturs Irbe,34,CAR,51,,20.0,19.0,11.0,126,1282.0,1156.0,0.902,2.54,3,7.0,2974,,,,107.0,-7.74,0,1.0,1.0,10.0,G,2500000.0
233,2002,Brent Johnson,24,STL,58,,34.0,20.0,4.0,127,1293.0,1166.0,0.902,2.18,5,7.1,3491,,,,106.0,-7.72,0,4.0,4.0,2.0,G,700000.0
234,2002,Curtis Joseph,34,TOR,51,,29.0,17.0,5.0,114,1210.0,1096.0,0.906,2.23,4,7.2,3065,,,,102.0,-2.38,0,1.0,1.0,10.0,G,8000000.0
235,2002,Nikolai Khabibulin,29,TBL,70,,24.0,32.0,10.0,153,1914.0,1761.0,0.92,2.36,7,14.5,3896,,,,87.0,23.56,0,2.0,2.0,6.0,G,3873439.0
236,2002,Trevor Kidd,29,FLA,33,,4.0,16.0,5.0,90,857.0,767.0,0.895,3.21,1,4.0,1683,,,,114.0,-10.94,0,1.0,1.0,0.0,G,650000.0
237,2002,Miikka Kiprusoff,25,SJS,20,,7.0,6.0,3.0,43,508.0,465.0,0.915,2.49,2,3.6,1037,,,,92.0,3.86,0,0.0,0.0,4.0,G,800000.0
238,2002,Dieter Kochan,27,TBL,5,,0.0,3.0,1.0,16,129.0,113.0,0.876,4.06,0,0.3,237,,,,,,0,0.0,0.0,0.0,G,
239,2002,Olaf Kolzig,31,WSH,71,,31.0,29.0,8.0,192,1977.0,1785.0,0.903,2.79,6,11.1,4131,,,,105.0,-9.62,0,1.0,1.0,8.0,G,6000000.0
240,2002,Jean-Francois Labbe,29,CBJ,3,,1.0,1.0,0.0,6,68.0,62.0,0.912,3.07,0,0.5,117,,,,,,0,0.0,0.0,0.0,G,450000.0
241,2002,Simon Lajeunesse,21,OTT,1,,0.0,0.0,0.0,0,9.0,9.0,1.0,0.0,0,0.2,24,,,,,,0,0.0,0.0,0.0,G,
242,2002,Patrick Lalime,27,OTT,61,,27.0,24.0,8.0,148,1521.0,1373.0,0.903,2.48,7,8.5,3583,,,,105.0,-7.69,0,1.0,1.0,19.0,G,1850000.0
243,2002,Jan Lasak,22,NSH,3,,0.0,3.0,0.0,13,104.0,91.0,0.875,4.4,0,0.3,177,,,,,,0,0.0,0.0,2.0,G,
244,2002,Manny Legace,28,DET,20,,10.0,6.0,2.0,45,503.0,458.0,0.911,2.42,1,3.3,1117,,,,97.0,1.4,0,1.0,1.0,0.0,G,900000.0
245,2002,Neil Little,30,PHI,1,,0.0,1.0,0.0,4,29.0,25.0,0.862,4.0,0,0.0,60,,,,,,0,0.0,0.0,10.0,G,
246,2002,Roberto Luongo,22,FLA,58,,16.0,33.0,4.0,140,1653.0,1513.0,0.915,2.77,4,11.6,3030,,,,92.0,12.49,0,1.0,1.0,2.0,G,1600000.0
247,2002,Norm Maracle,27,ATL,1,,0.0,1.0,0.0,3,20.0,17.0,0.85,3.0,0,0.0,60,,,,,,0,0.0,0.0,0.0,G,
248,2002,Jussi Markkanen,26,EDM,14,,6.0,4.0,2.0,24,336.0,312.0,0.929,1.88,2,2.9,784,,,,77.0,7.0,0,0.0,0.0,0.0,G,462500.0
249,2002,Olivier Michaud,18,MTL,1,,0.0,0.0,0.0,0,14.0,14.0,1.0,0.0,0,0.2,18,,,,,,0,0.0,0.0,0.0,G,
250,2002,Evgeni Nabokov,26,SJS,67,,37.0,24.0,5.0,149,1818.0,1669.0,0.918,2.29,7,13.3,3901,,,,89.0,18.71,1,3.0,4.0,14.0,G,3525000.0
251,2002,Mika Noronen,22,BUF,10,,4.0,3.0,1.0,23,217.0,194.0,0.894,2.66,0,1.0,518,,,,,,0,0.0,0.0,2.0,G,450000.0
252,2002,Pasi Nurminen,26,ATL,9,,2.0,5.0,0.0,28,275.0,247.0,0.898,3.78,0,1.4,465,,,,,,0,0.0,0.0,0.0,G,630000.0
253,2002,Chris Osgood,29,NYI,66,,32.0,25.0,6.0,156,1727.0,1571.0,0.91,2.5,4,11.0,3743,,,,98.0,3.31,0,4.0,4.0,10.0,G,4000000.0
254,2002,Steve Passmore,29,CHI,23,,8.0,5.0,4.0,43,446.0,403.0,0.904,2.26,0,2.5,1142,,,,105.0,-1.86,0,1.0,1.0,2.0,G,550000.0
255,2002,Felix Potvin,30,LAK,71,,31.0,27.0,8.0,157,1686.0,1529.0,0.907,2.31,6,10.2,4071,,,,101.0,-1.47,0,1.0,1.0,19.0,G,3550000.0
256,2002,Martin Prusek,26,OTT,1,,0.0,1.0,0.0,3,15.0,12.0,0.8,2.92,0,-0.1,62,,,,,,0,0.0,0.0,0.0,G,450000.0
257,2002,Andrew Raycroft,21,BOS,1,,0.0,0.0,1.0,3,29.0,26.0,0.897,2.77,0,0.1,65,,,,,,0,0.0,0.0,0.0,G,
258,2002,Damian Rhodes,32,ATL,15,,2.0,10.0,1.0,47,439.0,392.0,0.893,3.67,0,2.0,769,,,,116.0,-6.5,0,0.0,0.0,0.0,G,2750000.0
259,2002,Mike Richter,35,NYR,55,,24.0,26.0,4.0,157,1675.0,1518.0,0.906,2.95,2,10.0,3195,,,,102.0,-2.48,0,0.0,0.0,4.0,G,4000000.0
260,2002,Dwayne Roloson,32,MIN,45,,14.0,20.0,7.0,112,1132.0,1020.0,0.901,2.68,5,6.1,2506,,,,107.0,-7.57,0,0.0,0.0,8.0,G,600000.0
261,2002,Patrick Roy,36,COL,63,,32.0,23.0,8.0,122,1629.0,1507.0,0.925,1.94,9,13.3,3773,,,,81.0,28.27,0,3.0,3.0,26.0,G,8500000.0
262,2002,Tommy Salo,30,EDM,69,,30.0,28.0,10.0,149,1713.0,1564.0,0.913,2.2,6,11.6,4035,,,,94.0,9.02,0,1.0,1.0,2.0,G,3500000.0
263,2002,Corey Schwab,31,TOR,30,,12.0,10.0,5.0,75,707.0,632.0,0.894,2.73,1,3.2,1646,,,,115.0,-9.78,0,0.0,0.0,2.0,G,550000.0
264,2002,Steve Shields,29,MDA,33,,9.0,20.0,2.0,79,850.0,771.0,0.907,2.67,0,5.2,1777,,,,101.0,-0.59,0,0.0,0.0,4.0,G,1200000.0
265,2002,Peter Skudra,28,VAN,23,,10.0,8.0,2.0,47,508.0,461.0,0.907,2.42,1,3.1,1166,,,,100.0,-0.14,0,0.0,0.0,2.0,G,550000.0
266,2002,Garth Snow,32,NYI,25,,10.0,7.0,2.0,55,549.0,494.0,0.9,2.72,2,2.9,1217,,,,109.0,-4.36,0,0.0,0.0,14.0,G,1200000.0
267,2002,Jamie Storr,26,LAK,19,,9.0,4.0,3.0,28,360.0,332.0,0.922,1.9,2,2.8,886,,,,84.0,5.21,0,0.0,0.0,4.0,G,1595000.0
268,2002,Jose Theodore,25,MTL,67,,30.0,24.0,10.0,136,1972.0,1836.0,0.931,2.11,7,17.4,3864,,,,75.0,45.91,0,2.0,2.0,2.0,G,5000000.0
269,2002,Jocelyn Thibault,27,CHI,67,,33.0,23.0,9.0,159,1626.0,1467.0,0.902,2.49,6,9.0,3838,,,,106.0,-9.0,0,0.0,0.0,2.0,G,2900000.0
270,2002,Vesa Toskala,24,SJS,1,,0.0,0.0,0.0,0,2.0,2.0,1.0,0.0,0,0.0,10,,,,,,0,0.0,0.0,0.0,G,
271,2002,Ron Tugnutt,34,CBJ,44,,12.0,27.0,3.0,119,1195.0,1076.0,0.9,2.85,2,6.4,2502,,,,108.0,-8.76,0,1.0,1.0,0.0,G,2600000.0
272,2002,Marty Turco,26,DAL,31,,15.0,6.0,2.0,53,670.0,617.0,0.921,2.09,2,5.1,1519,,,,86.0,8.81,0,0.0,0.0,10.0,G,850000.0
273,2002,Roman Turek,31,CGY,69,,30.0,28.0,11.0,172,1839.0,1667.0,0.906,2.53,5,11.1,4081,,,,101.0,-2.35,0,5.0,5.0,4.0,G,4000000.0
274,2002,John Vanbiesbrouck,38,NJD,5,,2.0,3.0,0.0,10,117.0,107.0,0.915,2.0,0,0.8,300,,,,,,0,0.0,0.0,4.0,G,
275,2002,Mike Vernon,38,CGY,18,,2.0,9.0,1.0,38,375.0,337.0,0.899,2.76,1,1.9,825,,,,110.0,-3.41,0,3.0,3.0,0.0,G,
276,2002,Tomas Vokoun,25,NSH,29,,5.0,14.0,4.0,66,678.0,612.0,0.903,2.69,2,3.8,1471,,,,106.0,-3.46,0,0.0,0.0,2.0,G,900000.0
277,2002,Kevin Weekes,26,TBL,19,,3.0,9.0,0.0,40,470.0,430.0,0.915,2.89,2,3.3,830,,,,92.0,3.36,0,0.0,0.0,0.0,G,1507500.0
278,2002,Kevin Weekes,26,CAR,2,,2.0,0.0,0.0,3,41.0,38.0,0.927,1.5,0,0.3,120,,,,,,0,0.0,0.0,0.0,G,1507500.0
279,2002,Kay Whitmore,34,CGY,1,,0.0,1.0,0.0,3,21.0,18.0,0.857,3.08,0,0.0,58,,,,,,0,0.0,0.0,0.0,G,
280,2003,David Aebischer,24,COL,22,,7.0,12.0,0.0,50,593.0,543.0,0.916,2.43,1,4.1,1235,,,,92.0,4.06,0,0.0,0.0,4.0,G,550000.0
281,2003,Craig Anderson,21,CHI,6,,0.0,3.0,2.0,18,125.0,107.0,0.856,4.0,0,0.0,270,,,,,,0,0.0,0.0,0.0,G,
282,2003,Jean-Sebastien Aubin,25,PIT,21,,6.0,13.0,0.0,59,589.0,530.0,0.9,3.13,1,3.0,1132,,,,110.0,-5.31,0,1.0,1.0,2.0,G,
283,2003,Alex Auld,22,VAN,7,,3.0,3.0,0.0,10,165.0,155.0,0.939,1.57,1,1.6,382,,,,,,0,0.0,0.0,0.0,G,900000.0
284,2003,Tom Barrasso,37,STL,6,,1.0,4.0,0.0,16,132.0,116.0,0.879,3.27,1,0.3,293,,,,,,0,0.0,0.0,0.0,G,200000.0
285,2003,Ed Belfour,37,TOR,62,,37.0,20.0,5.0,141,1816.0,1675.0,0.922,2.26,7,13.9,3738,,,,85.0,24.55,0,2.0,2.0,24.0,G,7000000.0
286,2003,Zac Bierk,26,PHX,16,,4.0,9.0,1.0,32,471.0,439.0,0.932,2.17,1,4.1,884,,,,75.0,10.94,0,0.0,0.0,2.0,G,550000.0
287,2003,Craig Billington,36,WSH,5,,1.0,3.0,1.0,17,96.0,79.0,0.823,4.7,0,-0.4,217,,,,,,0,0.0,0.0,0.0,G,
288,2003,Martin Biron,25,BUF,54,,17.0,28.0,6.0,135,1468.0,1333.0,0.908,2.56,4,8.8,3170,,,,101.0,-1.17,0,1.0,1.0,12.0,G,2200000.0
289,2003,Dan Blackburn,19,NYR,32,,8.0,16.0,4.0,93,842.0,749.0,0.89,3.17,1,3.3,1762,,,,121.0,-16.24,0,0.0,0.0,2.0,G,1130000.0
290,2003,Brian Boucher,26,PHX,45,,15.0,20.0,8.0,128,1210.0,1082.0,0.894,3.02,0,5.3,2544,,,,116.0,-17.69,0,1.0,1.0,0.0,G,2000000.0
291,2003,Fred Brathwaite,30,STL,30,,12.0,9.0,4.0,74,631.0,557.0,0.883,2.75,2,2.0,1615,,,,129.0,-16.48,0,0.0,0.0,0.0,G,500000.0
292,2003,Martin Brodeur,30,NJD,73,,41.0,23.0,9.0,147,1706.0,1559.0,0.914,2.02,9,11.4,4374,,,,95.0,8.52,0,0.0,0.0,10.0,G,6891103.0
293,2003,Sean Burke,36,PHX,22,,12.0,6.0,2.0,44,632.0,588.0,0.93,2.11,2,5.4,1248,,,,76.0,13.61,0,0.0,0.0,4.0,G,4500000.0
294,2003,Sebastien Caron,22,PIT,24,,7.0,14.0,2.0,62,741.0,679.0,0.916,2.64,2,5.1,1408,,,,92.0,5.55,0,0.0,0.0,6.0,G,
295,2003,Frederic Cassivi,27,ATL,2,,1.0,1.0,0.0,11,58.0,47.0,0.81,5.36,0,-0.3,123,,,,,,0,0.0,0.0,0.0,G,
296,2003,Roman Cechmanek,31,PHI,58,,33.0,15.0,10.0,102,1368.0,1266.0,0.925,1.83,6,10.9,3350,,,,82.0,22.71,0,0.0,0.0,8.0,G,3000000.0
297,2003,Sebastien Charpentier,25,WSH,17,,5.0,7.0,1.0,40,426.0,386.0,0.906,2.79,0,2.5,859,,,,103.0,-1.16,0,0.0,0.0,0.0,G,400000.0
298,2003,Dan Cloutier,26,VAN,57,,33.0,16.0,7.0,136,1477.0,1341.0,0.908,2.42,2,8.8,3376,,,,101.0,-1.35,0,3.0,3.0,24.0,G,
299,2003,Byron Dafoe,31,ATL,17,,5.0,11.0,1.0,65,472.0,407.0,0.862,4.36,0,0.4,895,,,,151.0,-21.97,0,0.0,0.0,0.0,G,3500000.0
300,2003,Marc Denis,25,CBJ,77,,27.0,41.0,8.0,232,2404.0,2172.0,0.903,3.09,5,13.2,4511,,,,106.0,-12.85,0,0.0,0.0,6.0,G,1550000.0
301,2003,Patrick DesRochers,23,PHX,4,,0.0,3.0,0.0,11,88.0,77.0,0.875,3.77,0,0.2,175,,,,,,0,0.0,0.0,0.0,G,
302,2003,Patrick DesRochers,23,CAR,2,,1.0,1.0,0.0,7,71.0,64.0,0.901,3.41,0,0.4,122,,,,,,0,0.0,0.0,0.0,G,
303,2003,Rick DiPietro,21,NYI,10,,2.0,5.0,2.0,29,273.0,244.0,0.894,2.97,0,1.2,585,,,,,,0,0.0,0.0,2.0,G,1182500.0
